Date,Network_Traffic,Latency (ms),Packet_Loss (%)
2022-01-01,156.87918168140948,99.1250364170114,0.05295388458532253
2022-02-01,167.72196949368325,97.07887237798607,0.04578143041484069
2022-03-01,163.19906600455087,99.47573206218934,0.051665824894397375
2022-04-01,146.5696357851825,99.00982647247528,0.04919945949545979
2022-05-01,127.97257973804726,100.59495099121892,0.04806464612657794
2022-06-01,126.11333540141148,99.87954520323984,0.051047106228116625
2022-07-01,140.25220984303604,99.68100947226182,0.04990200956343694
2022-08-01,157.63756907924795,99.89841694572368,0.04874155046902003
2022-09-01,166.10188699103452,100.45457231822438,0.04948205084828541
2022-10-01,162.6295070025838,100.31272979844442,0.048436350799248525
2022-11-01,148.21947835282384,100.63137720229457,0.05005533761903103
2022-12-01,132.78102418677705,100.3702339682289,0.04977869299088547
2022-01-13,128.9628759787977,100.18494631368759,0.049801661680812244
2022-01-14,138.0838130420111,100.47013347324078,0.050040532730817634
2022-01-15,153.33049891804455,99.98821607152162,0.04955790123776954
2022-01-16,162.2632873650123,99.83888954578019,0.04963026056316327
2022-01-17,158.10152170260122,99.80324202217933,0.04970622931826741
2022-01-18,144.0528400306836,99.82451653235724,0.04954462659500761
2022-01-19,130.64454214368035,100.0405782824617,0.049432092149773246
2022-01-20,127.52407324017946,100.10913582130131,0.049554649201743295
2022-01-21,136.2012365645994,100.07172436908577,0.049540897931115095
2022-01-22,149.51335451385728,100.0087345219801,0.04965037267399658
2022-01-23,157.39355470854895,99.90454819719466,0.04970255277710696
2022-01-24,154.09098161039617,99.8234340169235,0.04970836858690855
2022-01-25,142.1373276098904,99.84367890768551,0.04959395307459063
2022-01-26,130.42752923019222,99.96339010617787,0.049497240788078954
2022-01-27,127.43424055219481,100.089839172277,0.049492812820732146
2022-01-28,134.90975156733575,100.10809271913,0.049560911891339744
2022-01-29,146.76414669603668,100.00291308432351,0.04966777516719138
2022-01-30,153.84120418211538,99.87235458855852,0.04970659063504687
2022-01-31,150.8483954807815,99.80810051174824,0.04966981730444629
2022-01-02,140.1392736409782,99.86065276890791,0.04958632691339946
2022-02-02,129.68874079060612,99.98215352786167,0.04952571108416928
2022-03-02,126.97589335792462,100.07743474032858,0.04953376718642642
2022-04-02,133.49577547977827,100.08092189153227,0.04960084894155152
2022-05-02,143.88592570767312,99.99460219555313,0.04968161700287503
